ID_neurona,rata,sesion,mean_rate,std_rate,firing_rate,ISI_peak_time,ISI_index,ISI_ratio,CV,CV2,peak_time_ccg,potencia_tot,ancho_banda,frec_dominante,pot_frec_dominante,pot_rango_freq,AUC,AUC_depol,AUC_repol,AUC_asimetria,wf_invertida,asimetria,value_min,value_max_1,value_max_2,duracion,dur_1max_min,dur_2max_min,dur_1max_2max,pendiente_depol,pendiente_repol,proporcion_energia,clu_metric_error,tetrodo,type,calidad,estructura,estructura_fina,m_pre,m_post,DA,ISI_time,ID,peak_ratio,peak_amplitude,slope_ratio,power_ratio,AUC_tiempo_tot
669,15,6,0.512412025401932,0.290511968026057,6.54716529702862,12.0,1.24284013732245,0.0192768419888688,1.81,0.96,8.2,3083718.43,4161.65,4585,740.81,471521.61,2072426.92,0.68,0.83,1.23,0,7.32228774891199,-1.0,3.41180169910087,0.0025000330091047,0.227838666780831,0.12,0.28,0.4,-1.10295042477522,0.111388892556568,7.22,,2,SU,2,VTA,,,,2.0,12.0,669,0.2266647660532433,-0.5466704678935134,,0.0015686405875784061,1.51
670,15,6,0.495996078086034,0.288758171475038,41.7554322817057,22.0,0.0002605983816135,5.77911082600831e-06,0.53,0.24,23.6,10626604.84,8066.9,1593,1317.15,5800946.43,7896827.91,1.38,1.6,1.16,0,-4.65834406095654,-1.0,0.0729155493809445,0.281625752094955,0.212631016443841,0.25,0.34,0.58,-0.134114443672618,0.116511432008632,1.09,,2,SU,2,VTA,,,,2.0,22.0,670,0.7802589783838164,0.5605179567676329,,0.00022700623331558476,2.98
672,15,6,0.459416810716998,0.296644512299712,24.789316814037,20.0,0.436878903398793,0.0070574721594891,0.88,0.65,18.8,3856986.58,8423.59,1461,457.82,2009592.2,2926472.25,1.51,1.72,1.14,0,-4.30524097924593,-1.0,0.12000403818899,0.323660188597419,0.215430591842865,0.4,0.4,0.8,-0.0861541567837688,0.101820014507494,1.15,,2,SU,2,VTA,,,,2.0,20.0,672,0.7554809071198425,0.510961814239685,,0.00022776547620441802,3.23
673,15,6,0.585082018702844,0.294603838876868,15.3327024536783,20.0,0.594975842217005,0.0073340782826295,1.05,0.84,24.8,4736642.34,7168.39,1830,660.68,2376166.19,3521604.99,1.29,1.51,1.17,0,-4.59088672012911,-1.0,0.100678254797012,0.335283895668039,0.190711069599209,0.28,0.28,0.55,-0.122297583866334,0.148364877296449,1.11,,2,SU,2,VTA,,,,2.0,20.0,673,0.7489044114470523,0.4978088228941046,,0.0002779672378914161,2.8
674,15,6,0.465677837355679,0.295812524318252,2.55207209867959,22.0,1.07910894288603,0.0026477541371158,1.15,0.99,3.2,4940113.77,8899.46,1294,555.04,2985571.0,3796630.02,1.69,1.94,1.15,0,-3.56063543498677,-1.0,0.113592008991749,0.350962851276758,0.248059704550871,0.37,0.43,0.8,-0.0927993340826461,0.0964973465197687,1.16,,2,SU,2,VTA,,,,2.0,22.0,674,0.7402128038198292,0.48042560763965847,,0.00018587293120420328,3.63
675,15,6,0.493328821681167,0.288941220213337,20.3994439302266,26.0,0.0470522320531362,0.0002839027160026,0.79,0.57,23.2,1708687.21,8284.07,1317,206.24,984159.76,1308804.99,1.51,1.75,1.16,0,-3.53251239230896,-1.0,0.178529739131308,0.369161712963442,0.238594369926568,0.37,0.37,0.74,-0.0982108115942756,0.11409680941362,1.19,,3,SU,1,VTA,,,,2.0,26.0,675,0.7303739145871814,0.4607478291743628,,0.00020951556636454328,3.26
676,15,6,0.522671973911661,0.342680901123015,0.899595762469508,40.0,1.6081526129373,0.0021464985242822,1.43,1.03,17.0,1954033.81,8676.6,1187,225.18,1121527.96,1484235.94,1.63,1.94,1.19,0,-3.28758313102647,-1.0,0.0873602848690687,0.416766708436938,0.242045761251277,0.37,0.43,0.8,-0.0906133570724224,0.10119762203121,1.18,,3,SU,1,VTA,,,,2.0,40.0,676,0.7058325086585779,0.4116650173171559,,0.00020073935340176542,3.57
677,15,6,0.518853584803462,0.304660504142307,1.39017467478188,34.0,0.620690482186327,0.0013888888888888,1.59,1.01,7.2,1904871.46,9095.27,1512,209.41,1088437.66,1395218.62,1.57,1.6,1.02,0,4.6419201638098,-0.894895933365852,4.95296159871853,0.166667056931104,0.649645117376379,0.52,1.54,2.06,-0.343991619534375,0.0212312598059391,6.07,,3,SU,1,VTA,,,,2.0,34.0,677,0.15302970847972755,-0.6939405830405448,,0.00019235802471778116,3.17
686,15,6,0.494606333968463,0.292538480004765,17.3536559168441,40.0,0.0222932309291875,8.34329894040104e-05,0.69,0.53,45.4,1639781.96,6034.54,1862,271.69,510515.51,1222869.1,1.08,1.29,1.2,0,3.13230317646175,-1.0,1.76630147457469,0.0115160600016256,0.257811249124327,0.25,0.71,0.95,-0.345787684321836,0.0439789591305053,2.73,,8,SU,1,SNc,,,,2.0,40.0,686,0.36149349924116525,-0.27701300151766944,,0.0005319044799869692,2.37
687,15,6,0.763299830565243,0.257461457182805,2.86432449048097,24.0,0.740849793481372,0.0041284017187631,3.25,0.9,36.0,1432957.67,4590.43,3536,312.09,219593.26,1016939.36,0.89,1.2,1.34,0,-3.19965708805719,-1.0,0.231360913581226,0.41810817689166,0.110078025796698,0.15,0.34,0.49,-0.246272182716245,0.128918925171969,1.48,,8,SU,1,SNc,,,,2.0,24.0,687,0.7051648219051186,0.41032964381023734,,0.0014192014882766608,2.09
688,15,6,0.491281549697821,0.289140077018118,10.1076630103434,28.0,0.0253888464188164,9.54973022012128e-05,1.83,0.52,3.4,1994266.39,5568.68,2500,358.06,714494.07,1397434.2,0.83,1.11,1.33,0,-0.0042861637041331,-1.0,1.13395800319035,0.0436301559411596,0.199911987588384,0.18,0.71,0.89,-0.35565966719839,0.0453752241713548,1.65,,8,SU,1,SNc,,,,2.0,28.0,688,0.4686127836184973,-0.06277443276300546,,0.0005008868057789798,1.94
689,15,6,0.4971780722624,0.288448748933709,10.021033482788,28.0,0.0,0.0,0.82,0.8,27.0,3357568.14,8322.21,1127,403.4,1790857.93,2576438.93,1.47,1.87,1.27,0,2.96681391528241,-1.0,2.14859999160004,0.103485308376031,0.42425151190926,0.46,0.92,1.38,-0.209906666106669,0.0367828436125343,2.68,,8,SU,1,SNc,,,,2.0,28.0,689,0.3176014745181477,-0.3647970509637047,,0.00022520443736704794,3.34
690,15,6,0.48479108109509,0.289608882931802,13.7429661652799,30.0,0.302876101871248,0.0018612491440009,1.81,0.56,46.6,2459458.38,8542.46,1317,287.88,1374123.15,1870640.0,1.54,1.75,1.14,0,-3.91054832922487,-1.0,0.106148001328217,0.331105745328287,0.226007759738289,0.34,0.4,0.74,-0.100558909211656,0.102392749640637,1.17,,8,SU,1,SNc,,,,2.0,30.0,690,0.7512551151624491,0.5025102303248983,,0.00020945699191602095,3.29
692,15,6,0.539603825042583,0.287411204998552,14.5747544145375,12.0,0.856669976828864,0.0140236431669923,2.23,0.84,38.4,1504008.16,4935.52,3536,304.67,212113.01,1083978.2,0.92,1.11,1.2,0,4.44707394224899,-1.0,2.09908710237483,0.14823108980406,0.305397449331619,0.15,0.61,0.77,-0.619817420474966,0.0574115544902032,3.09,,8,SU,1,SNc,,,,2.0,38.4,692,0.3226756676937864,-0.3546486646124272,,0.001434296806179222,2.0300000000000002
713,15,5,0.51889099793784,0.282730727825152,20.7177505555701,26.0,0.307528856333626,0.0018796770265637,1.0,0.58,3.8,1733933.3,9218.41,1051,188.07,1108343.68,1354378.47,1.78,2.0,1.12,0,-3.00012371390514,-1.0,0.185823395121776,0.392039263568251,0.266645215140874,0.46,0.4,0.86,-0.0790548930081184,0.107079943351404,1.25,,3,SU,1,VTA,,,,2.0,26.0,713,0.7183705418169554,0.4367410836339107,,0.00016965684564289654,3.7800000000000002
714,15,5,0.440870209604451,0.293089595430799,0.82880799007033,12.0,0.947661361195196,0.0017735737511084,1.6,1.04,5.2,1762266.1,8219.98,1387,214.36,814430.55,1306510.01,1.44,1.63,1.13,0,4.43787461669781,-1.0,3.76153314454278,0.152287146101618,0.553395025976472,0.34,1.23,1.57,-0.432866649503889,0.0288071786525405,3.86,,3,SU,1,VTA,,,,2.0,12.0,714,0.21001638960470237,-0.5799672207905954,,0.0002631330502022041,3.07
715,15,5,0.635784088588344,0.285865275060615,0.080823474208986,150.0,0.0,0.0,1.55,1.1,19.2,3320161.92,8163.4,1708,406.66,1217265.3,2257358.31,1.17,1.38,1.18,0,-5.44214813069571,-1.0,0.142293051450364,0.242643785529469,0.15454992037009,0.34,0.37,0.71,-0.103844822859124,0.103553648794122,1.14,,3,SU,1,VTA,,,,2.0,150.0,715,0.8047358475895949,0.6094716951791899,,0.0003339651510083225,2.55
716,15,5,0.352288488217457,0.298426351397367,0.349745215667976,40.0,3.15887120398399,0.0035038542396636,1.47,1.1,2.8,1861718.87,8399.95,1229,221.61,859844.9,1365013.39,1.44,1.66,1.15,0,4.44072059320022,-1.0,4.14627413815614,-0.109567827536598,0.472021801934102,0.49,0.58,1.08,-0.321642133634759,0.0468648511822843,5.51,,3,SU,1,VTA,,,,2.0,40.0,716,0.1943153382727276,-0.6113693234545448,,0.00025766611933302695,3.0999999999999996
731,15,5,0.485261108365266,0.302395526327131,0.14572717319499,56.0,2.72148903727851,0.0033670033670033,1.49,1.1,1.4,2123588.34,8978.11,1340,236.5,1050721.76,1524628.39,1.17,1.51,1.29,0,-4.04028656106827,-1.0,0.349350982454997,0.298449179744236,0.203668662302971,0.18,0.52,0.71,-0.224891830409164,0.0763793635143667,1.25,,8,SU,1,SNc,,,,2.0,56.0,731,0.7410970259054535,0.48219405181090697,,0.0002250327239447169,2.6799999999999997
732,15,5,0.512166243798582,0.284152682913969,7.87563526261865,28.0,0.34424850272519,0.001368371948375,1.55,0.77,26.4,2043566.91,7171.61,2031,284.91,857451.45,1471639.69,1.11,1.38,1.25,0,-4.74130685174163,-1.0,0.228792820106335,0.300820096104499,0.171054423566926,0.15,0.4,0.55,-0.245758564021267,0.100063084315731,1.2,,8,SU,1,SNc,,,,2.0,28.0,732,0.7687458111960679,0.5374916223921357,,0.00033216500230910114,2.49
735,15,5,0.430761567801953,0.30370401855504,1.4070632100928,40.0,1.50907212019709,0.003133704735376,1.37,1.0,3.4,1845223.75,8636.65,1229,213.63,1080943.68,1431083.48,1.69,1.94,1.15,0,-3.68360232023939,-1.0,0.151443336278428,0.33804428470267,0.264733201338947,0.37,0.43,0.8,-0.0959536113565356,0.0955745917644764,1.16,,8,SU,1,SNc,,,,2.0,40.0,735,0.7473594195891748,0.49471883917834963,,0.00019759381731415202,3.63
736,15,5,0.635893528666619,0.270535877615368,1.07813616202411,16.0,0.0,0.0,4.13,0.98,13.8,1534706.01,6951.06,1387,220.76,482676.11,1136260.64,1.08,1.41,1.31,0,2.66247928287628,-1.0,1.49591815774151,0.0476226703993202,0.181946094544979,0.37,0.52,0.89,-0.207993179811792,0.0616248629646661,2.09,,8,SU,1,SNc,,,,2.0,16.0,736,0.40065416283716343,-0.19869167432567303,,0.00045715765355861595,2.49
752,15,4,0.587839230300582,0.266547389346621,5.71980108606489,26.0,2.06678397467871,0.0165312300828553,2.08,0.99,2.6,1988781.05,9606.32,4353,207.01,1058053.02,1446502.29,1.41,1.32,0.93,0,3.56853899067739,-0.608121781948381,2.76791068188267,0.0890384776304675,0.539263993823425,0.89,1.44,2.33,-0.116414912545898,0.0148331970123159,8.4,,3,SU,1,VTA,,,,2.0,26.0,752,0.18012912744870266,-0.6397417451025947,,0.00019561354877968885,2.73
753,15,4,0.396457235342816,0.314907450950322,1.21504477960502,10.0,1.33607845485727,0.004688672168042,1.59,1.06,3.6,1635126.74,7726.39,1487,211.6,659229.88,1229079.91,1.51,1.66,1.1,0,4.15631639794581,-0.858805393441501,3.57805505022451,0.116691729219617,0.565620647627914,0.4,1.78,2.18,-0.341296957205078,0.0168189159079503,6.71,,3,SU,1,VTA,,,,2.0,10.0,753,0.19356150691363697,-0.612876986172726,,0.00032087760084488465,3.17
754,15,4,0.561041573781014,0.243345886284597,1.5488232536574,12.0,0.471153671102696,0.001618361041636,1.59,1.06,13.2,1735168.34,7820.25,1678,221.85,657627.74,1261630.0,1.35,1.47,1.09,0,4.62480601175123,-0.663628450059674,3.81559759416562,0.112924829158538,0.580118671383542,0.58,1.41,2.0,-0.235748739169752,0.0168815930264829,10.55,,3,SU,1,VTA,,,,2.0,12.0,754,0.14815694575522412,-0.7036861084895517,,0.0003372351421546071,2.8200000000000003
765,15,4,0.48366179870573,0.215353857661779,0.958958086884969,158.0,0.0,0.0,2.64,0.85,5.6,1935940.48,5619.5,2139,344.44,447936.3,1377529.21,0.83,1.14,1.37,0,0.978473792103637,-1.0,1.30736047946505,0.0544451639778687,0.222179523700821,0.18,0.71,0.89,-0.384560079910839,0.0458454419120814,1.63,,8,SU,1,SNc,,,,2.0,158.0,765,0.4333956522614295,-0.13320869547714104,,0.0007683577929312778,1.9699999999999998
766,15,4,0.474281938050328,0.27983700003788,18.6111687439706,32.0,0.0036503670537165,1.2241999853096e-05,0.97,0.44,31.0,2248128.34,9259.44,4506,242.77,1280829.68,1585635.68,1.29,1.44,1.12,0,4.61015663278365,-0.585974920756555,4.40220745474053,0.117962187180535,0.875760356144125,0.71,1.72,2.43,-0.21687749458683,0.0125703054988766,12.93,,8,SU,1,SNc,,,,2.0,32.0,766,0.11747263364607055,-0.765054732707859,,0.0001895052852006926,2.73
767,15,4,0.499422761598551,0.305528362541292,1.34536647732377,54.0,1.24575202410636,0.0016937669376693,1.11,0.99,9.8,1656641.02,7954.94,1461,208.23,731548.24,1234185.6,1.41,1.69,1.2,0,-4.10593995229294,-1.0,0.141924977036571,0.336063107003622,0.21408421846751,0.25,0.43,0.68,-0.142740622129572,0.0954330790716875,1.17,,8,SU,1,SNc,,,,2.0,54.0,767,0.7484676395583529,0.49693527911670576,,0.0002845618843657098,3.0999999999999996
768,15,4,0.472923910432396,0.275986732565046,14.6944549231962,26.0,0.765971620945079,0.0064035971780758,1.07,0.72,43.4,1949122.65,7087.52,1737,274.97,769380.63,1474635.33,1.32,1.57,1.19,0,-4.31961814057644,-1.0,0.178202956598228,0.372271701308451,0.200187818733389,0.25,0.31,0.55,-0.147275369574779,0.137227170130845,1.15,,8,SU,1,SNc,,,,2.0,26.0,768,0.7287186634006279,0.4574373268012557,,0.00035726369040906095,2.89
769,15,4,0.600020902093246,0.249845343966316,17.009487738791,20.0,0.573551461106452,0.0084119159879982,4.34,0.76,20.6,1530334.81,4820.08,2176,317.43,291610.29,1159099.53,1.08,1.08,1.0,0,-3.49503233738176,-1.0,0.576219904299956,0.0422895887491913,0.148541137781091,0.22,0.18,0.4,-0.225174272042851,0.173714931458198,1.24,,8,SU,1,SNc,,,,2.0,20.0,769,0.6344292425644305,0.2688584851288608,,0.0010873581994885586,2.16
783,15,3,0.34041130664998,0.264070507036438,1.21084826183127,12.0,0.462043847746911,0.0016047684548372,1.87,1.07,11.8,1815404.48,7534.53,1862,240.91,665020.4,1291300.09,1.26,1.38,1.1,0,5.21791708373141,-0.650965154223624,4.56997740646083,0.0464536784334325,0.605931298540615,0.55,1.41,1.97,-0.290052364482469,0.0151612789708056,8.39,,3,SU,1,VTA,,,,2.0,12.0,783,0.1246834545021855,-0.7506330909956289,,0.00036212837929805355,2.6399999999999997
784,15,3,0.468263978542677,0.349114602426284,0.477345636110427,66.0,1.72582231632296,0.002326934264107,2.04,1.06,9.2,2053150.08,7756.14,1539,264.68,756010.25,1488283.79,1.41,1.57,1.11,0,4.59153551355156,-1.0,4.09686149671868,0.169904510605681,0.537698514349858,0.37,1.63,2.0,-0.424738458059889,0.0220736700114279,4.72,,3,SU,1,VTA,,,,2.0,9.2,784,0.19619917092975594,-0.6076016581404882,,0.0003499785455006422,2.98
785,15,3,0.498618318803132,0.277651258689719,11.3569407679714,16.0,2.4406204542028,0.0309376603699812,1.32,0.99,2.6,2103918.19,9131.29,1166,230.38,972973.78,1520681.0,1.32,1.51,1.14,0,3.89764271148055,-0.61509792292621,3.29611102483514,0.0719541429563208,0.535160184622771,0.74,1.6,2.33,-0.162967039490057,0.0132125397285102,13.54,,3,SU,1,VTA,,,,2.0,16.0,785,0.15726542129084467,-0.6854691574183106,,0.00023672319690865273,2.83
793,15,3,0.565533439024848,0.291443726735326,3.67361871232193,22.0,0.19686446931029,0.0005288606829857,1.12,0.94,18.2,1427719.02,4263.25,2415,334.81,207291.74,1049513.09,1.04,0.92,0.88,0,-0.539051307761102,-1.0,0.87248862398808,0.0140352054590537,0.132230211991805,0.22,0.18,0.4,-0.26749837485544,0.169005867576508,1.59,,8,SU,1,SNc,,,,2.0,22.0,793,0.5340486383677842,0.06809727673556841,,0.001612558702150568,1.96
794,15,3,0.502902709978147,0.287393892031439,10.8221471396082,34.0,0.668019821786591,0.002667076986203,1.25,0.7,37.4,2000684.78,7657.97,1649,261.22,879085.2,1469511.54,1.26,1.51,1.2,0,-4.49857728262621,-1.0,0.0683509309202961,0.334703534407145,0.184900831911032,0.37,0.31,0.68,-0.089029244243358,0.133470353440714,1.13,,8,SU,1,SNc,,,,2.0,34.0,794,0.7492300531324995,0.49846010626499887,,0.00029706153804549525,2.77
795,15,3,0.506512988603572,0.288056921185333,18.8040877443594,26.0,0.0163585053679901,0.0001180724669766,1.23,0.55,26.2,1923900.62,8625.95,1768,223.01,1031848.51,1370621.85,1.32,1.41,1.07,0,5.05715628509639,-0.641236733357386,4.82757445555962,0.132237481876961,0.794183782882454,0.74,1.54,2.27,-0.227867132871543,0.015469484304687,13.5,,8,SU,1,SNc,,,,2.0,26.0,795,0.11725340502830027,-0.7654931899433995,,0.00021607998639474132,2.73
796,15,3,0.441030015945182,0.321659956917445,0.550335114190103,142.0,3.19692989318861,0.0075681130171543,1.33,1.07,2.6,1827053.71,7769.31,1593,235.13,956530.48,1310079.25,1.41,1.57,1.11,0,-4.54933717619774,-1.0,0.282779081998252,0.2443704660502,0.208720804379772,0.25,0.43,0.68,-0.160347385249781,0.0888836047178714,1.13,,8,SU,1,SNc,,,,2.0,142.0,796,0.7795574577364075,0.559114915472815,,0.0002457550705652976,2.98
810,15,2,0.497634396981674,0.294515046964971,3.88971497575517,76.0,1.0721017419582,0.0004752287038137,1.13,0.79,12.2,1965561.67,6489.03,2066,302.86,699978.7,1408995.77,1.08,1.32,1.23,0,-4.77279759005428,-1.0,0.181443268525879,0.31887099105699,0.164676501737906,0.18,0.34,0.52,-0.196907211420977,0.119897362823362,1.13,,3,SU,1,VTA,,,,2.0,76.0,810,0.7582242742321328,0.5164485484642657,,0.0004324831857631665,2.4000000000000004
811,15,2,0.425171183893219,0.295637216748422,0.98195952758892,134.0,1.08304155565165,0.0007060484819957,1.41,0.96,3.8,2009830.17,8273.6,1187,242.89,909302.56,1547878.35,1.54,1.94,1.26,0,-3.36361625231715,-1.0,0.186571563776115,0.38215786902831,0.248669043390345,0.31,0.52,0.83,-0.118657156377611,0.0813034040604889,1.23,,3,SU,1,VTA,,,,2.0,134.0,811,0.7235063536577221,0.4470127073154441,,0.00026704547859592937,3.48
812,15,2,0.386680601682768,0.276301193047284,4.74783207821758,10.0,1.24507755089353,0.0126532995912011,2.21,1.04,6.2,1818710.88,6981.17,1996,260.48,635840.97,1343642.83,1.29,1.35,1.05,0,5.29284310914679,-0.629682104169202,3.47185491269516,0.023211651712905,0.402599884705215,0.49,1.2,1.69,-0.256346063554022,0.0167408655354387,11.25,,3,SU,1,VTA,,,,2.0,10.0,812,0.15352344781483795,-0.6929531043703241,,0.0004094944289153877,2.64
825,15,2,0.501171608209286,0.285367490530875,13.9336591225359,38.0,0.166645560518481,0.0005472183069397,0.97,0.56,46.0,1826952.06,8133.62,1487,224.59,936636.73,1365069.6,1.41,1.6,1.13,0,-4.274961585273,-1.0,0.0885058698846076,0.32293033269606,0.202618379541472,0.37,0.37,0.74,-0.0907088224903843,0.110244194391338,1.15,,8,SU,2,SNc,,,,2.0,46.0,825,0.7558977032162038,0.5117954064324075,,0.00023972598206957677,3.01
834,15,1,0.609516253302889,0.226330456149442,2.21226601990551,78.0,0.737069947596263,0.00036679300648,19.78,0.82,21.0,1958281.94,6492.39,2066,301.58,623467.47,1387317.73,1.08,1.32,1.23,0,-4.81129903526979,-1.0,0.20656518947577,0.307016022904466,0.166888938310799,0.18,0.34,0.52,-0.201094198245959,0.11881963844586,1.12,,3,SU,1,VTA,,,,2.0,78.0,834,0.765101561477256,0.530203122954512,,0.00048348022397071486,2.4000000000000004
841,15,1,0.560718743958533,0.243110078977289,9.20999922279264,40.0,0.228772496842182,0.0005432867379302,1.88,0.61,44.2,1927030.47,8381.27,1461,229.89,961135.17,1435792.19,1.47,1.66,1.13,0,-4.09839096975048,-1.0,0.101913917659646,0.341917643921589,0.218361030404212,0.43,0.34,0.77,-0.0787081369756889,0.121992513083781,1.13,,8,SU,2,SNc,,,,2.0,40.0,841,0.7452022145544068,0.4904044291088136,,0.00023912872390015918,3.13
842,15,1,0.74548333241864,0.1774596448033,0.356337243257596,98.0,0.982759930128351,0.0011389521640091,1.6,1.02,4.6,1941587.02,8091.58,1593,239.92,673853.92,1358679.41,1.26,1.57,1.24,0,-3.93100162059284,-1.0,0.0614049063681562,0.430437141810387,0.164985222950501,0.22,0.37,0.58,-0.151629272338307,0.119203095150865,1.17,,8,SU,2,SNc,,,,2.0,98.0,842,0.6990869928995146,0.3981739857990293,,0.00035591483820709584,2.83
1,16,15,0.544500711081293,0.281927070381931,5.27038484144202,114.0,0.801647072914365,0.0007621176709683,0.77,0.7,9.8,1886867.17,5821.49,2139,324.07,502584.51,1326047.17,0.86,1.04,1.21,0,4.75644407473251,-1.0,2.48930696180046,0.0294004693747269,0.260114658364287,0.18,1.26,1.44,-0.581551160300074,0.0251073285213348,2.77,,1,SU,1,VTA,VTAcl,5.83,0.15,1.0,114.0,1,0.2865898618114144,-0.42682027637717124,0.9742710120068611,0.0006443914717064481,1.9
2,16,15,0.495066302950947,0.284661669052955,3.88497757783276,56.0,1.06138072453862,0.0031017369727047,1.26,0.93,14.0,2614273.45,8888.3,1127,294.09,1559560.98,2027134.63,1.63,1.94,1.19,0,-3.62487757267691,-1.0,0.180294217325845,0.328551491256143,0.263455932785463,0.34,0.55,0.89,-0.107299474302349,0.0738084161808967,1.15,,1,SU,1,VTA,VTAcl,2.93,1.73,2.0,56.0,2,0.7526994674888378,0.5053989349776753,0.40955631399317405,0.00018853674655812733,3.57
3,16,15,0.486332624285807,0.297983051533077,3.80330977431502,30.0,0.452292922388616,0.000633668943181,1.7,0.85,42.2,1903811.49,5480.13,2822,347.34,676520.62,1323482.17,0.83,1.04,1.26,0,0.239852475833578,-1.0,1.10537261573915,0.0297292449043638,0.155506631331983,0.15,0.98,1.14,-0.421074523147829,0.0321790389032613,1.7,,1,SU,1,VTA,VTAcl,0.33,0.03,1.0,30.0,3,0.4749753048578159,-0.050049390284368216,0.9090909090909091,0.0005131576917896956,1.87
5,16,15,0.454495877126504,0.282834864312272,1.15807623021068,10.0,1.51193835404362,0.0046253469010175,1.19,1.06,10.2,2077665.68,7083.71,1539,293.26,805719.99,1539666.07,1.26,1.41,1.12,0,4.16089905315209,-1.0,2.84528111956195,0.0701527709238851,0.415853043970049,0.34,0.95,1.29,-0.349571010869267,0.0345210571265769,3.93,,1,SU,1,VTA,VTAcl,0.66,0.42,0.0,10.0,5,0.2600590097074408,-0.4798819805851184,0.36363636363636365,0.0003638401726026216,2.67
8,16,15,0.523200197795889,0.270093388688548,30.927731073816,122.0,4.29394096014108,0.167536773936608,2.11,0.95,7.8,2641728.92,2978.75,4278,886.56,231673.39,1744803.68,0.55,0.61,1.11,0,5.56106915855688,-1.0,1.77480226142815,0.310050687641351,0.075006650941591,0.12,0.12,0.25,-0.69370056535704,0.327512671910338,4.62,,2,SU,2,VTA,VTA_c,14.5,47.15,3.0,7.8,8,0.36038604043998246,-0.27922791912003514,-2.2517241379310344,0.0038121783221917614,1.1600000000000001
9,16,15,0.498316862907655,0.296773654328542,34.0610970959952,16.0,7.38252643751289,0.324688494949098,3.97,1.02,3.2,2355739.31,2157.55,3923,1091.35,131603.88,1659684.86,0.58,0.55,0.95,0,-0.908937238060742,-1.0,0.847915921988087,0.470696281647513,0.0900975932866054,0.15,0.12,0.28,-0.369583184397618,0.367674070411878,1.92,,2,SU,2,VTA,VTA_c,23.13,5.92,2.0,16.0,9,0.5411501617044061,0.08230032340881226,0.7440553393860787,0.008224485537272137,1.13
10,16,15,0.488904949641264,0.290094739710517,7.95176642972635,50.0,0.782729147889837,0.0001683728448275,0.74,0.68,10.2,3333255.8,4869.86,2373,684.33,600629.23,2362757.88,0.77,0.89,1.16,0,3.05861241786589,-1.0,1.40600932264185,0.137735459362573,0.128680144007859,0.18,0.4,0.58,-0.401001553773641,0.0875181122586596,2.9,,2,SU,2,VTA,VTA_c,11.1,0.03,1.0,50.0,10,0.4156259872268402,-0.16874802554631957,0.9972972972972973,0.0011380584864908087,1.6600000000000001
11,16,15,0.501263524766767,0.288564700978267,5.52342115070193,40.0,0.470827951316244,0.0010180830949726,0.81,0.83,38.8,4423779.09,5418.52,2500,816.27,1065526.66,3161253.27,0.86,1.01,1.18,0,5.37441345291699,-1.0,2.67942496767768,0.0092227333117895,0.254291451163404,0.18,1.04,1.23,-0.613237494612945,0.0296830215679938,4.37,,2,SU,2,VTA,VTA_c,6.66,0.02,1.0,40.0,11,0.27178159869670176,-0.45643680260659647,0.996996996996997,0.000765485452226893,1.87
12,16,15,0.503406171849572,0.288880237068971,5.18844927463405,134.0,0.679184873177709,0.0011354252683732,0.73,0.76,14.8,2276947.05,5809.2,1862,391.89,710661.35,1732222.35,1.23,1.14,0.93,0,-1.70960836057684,-1.0,0.796650390297354,0.112093471912361,0.197771230591072,0.28,0.58,0.86,-0.199627821144149,0.0585312353638086,1.43,,2,SU,2,VTA,VTA_c,4.97,0.82,1.0,134.0,12,0.556591313146068,0.11318262629213618,0.8350100603621731,0.0005511401649755509,2.37
13,16,15,0.485230002323478,0.286003323912655,6.64079736079884,146.0,0.565658331876202,0.0008870967741935,0.64,0.64,22.6,3890646.2,11124.18,756,349.72,2768094.45,3025068.43,1.87,2.27,1.21,0,-2.98583897332063,-1.0,0.121442714092109,0.361638250014385,0.249516717927757,0.71,0.74,1.44,-0.04875837887357,0.0567349270839329,1.31,,2,SU,2,VTA,VTA_c,3.07,0.01,1.0,146.0,13,0.7344094512543516,0.4688189025087031,0.996742671009772,0.0001263236599783047,4.140000000000001
14,16,15,0.508303279788439,0.282727436867407,4.87114977572084,16.0,1.27549693059212,0.006706613160354,1.05,0.95,22.6,2243712.67,6183.85,2679,362.78,700439.63,1572895.79,0.92,1.08,1.17,0,5.49745187386797,-1.0,3.22671018676059,0.0678906665503722,0.368272892284103,0.15,1.47,1.63,-0.845342037352117,0.0222477222197994,3.2,,2,SU,2,VTA,VTA_c,6.51,0.03,1.0,16.0,14,0.23659062386920218,-0.5268187522615957,0.9953917050691244,0.0005176637449063567,2.0
15,16,15,0.491633285568663,0.291149668946653,2.82168955236072,92.0,0.0,0.0,0.68,0.78,22.4,2246550.19,5718.59,1862,392.78,581513.64,1639055.18,0.98,1.17,1.19,0,2.51707234869647,-1.0,1.58687087124911,0.0063776621060643,0.22791126926948,0.22,0.61,0.83,-0.369552981607017,0.0503188831053032,2.23,,2,SU,2,VTA,VTA_c,3.34,0.01,1.0,92.0,15,0.38656742055204896,-0.22686515889590209,0.9970059880239521,0.000674988256702856,2.15
