ID_neurona,rata,sesion,mean_rate,std_rate,firing_rate,ISI_peak_time,ISI_index,ISI_ratio,CV,CV2,peak_time_ccg,potencia_tot,ancho_banda,frec_dominante,pot_frec_dominante,pot_rango_freq,AUC,AUC_depol,AUC_repol,AUC_asimetria,wf_invertida,asimetria,value_min,value_max_1,value_max_2,duracion,dur_1max_min,dur_2max_min,dur_1max_2max,pendiente_depol,pendiente_repol,proporcion_energia,clu_metric_error,tetrodo,type,calidad,estructura,estructura_fina,m_pre,m_post,DA,ISI_time,ID,peak_ratio,peak_amplitude,slope_ratio,power_ratio,AUC_tiempo_tot
1624,14,3,0.500202911529108,0.311018551316275,19.0694400763209,18.0,0.626684807755093,0.0115369273725875,1.4,0.82,20.6,3325622.52,6207.61,2176,535.65,374268.35,2304116.65,1.08,1.26,1.17,0,-5.2289313940998,-1.0,0.26388415929785,0.266005450878222,0.147340500148921,0.18,0.37,0.55,-0.210647359882973,0.105500454239852,1.16,,2,SU,1,VTA,VTA_c,,,2.0,18.0,1624,0.7898860145557072,0.5797720291114145,,0.0014291469674816704,2.34
1625,14,3,0.488299535421056,0.26867946937506,9.51936103958708,22.0,0.512408452652075,0.0061159259942221,1.75,0.82,19.8,2719262.1,5834.78,2253,465.96,657162.36,1927159.73,1.08,1.23,1.14,0,-5.309267515081,-1.0,0.145762576702973,0.317371468945853,0.154299409338709,0.25,0.25,0.49,-0.143220322087871,0.164671433618232,1.15,,2,SU,1,VTA,VTA_c,,,2.0,22.0,1625,0.7590873368467511,0.5181746736935022,,0.0007085461283054234,2.31
1626,14,3,0.609057483928644,0.247933806669113,1.99345173864428,28.0,1.55553412253445,0.0063114633788345,2.01,0.98,30.6,2580657.64,4427.52,1708,582.74,360140.61,1898167.39,1.23,1.26,1.03,0,-0.655679475492497,-0.811763156425209,0.921058174571694,0.377429395007768,0.173351634072877,0.31,0.37,0.68,-0.17328213309969,0.0990993792860814,2.4,,2,SU,1,VTA,VTA_c,,,2.0,28.0,1626,0.468463275413511,-0.06307344917297786,,0.0016154762368446624,2.49
1627,14,3,0.559330378218985,0.288971406857243,1.07483734778091,30.0,1.39990263428355,0.0029948271167982,1.51,1.11,21.4,3561473.59,6516.61,2373,546.44,801891.77,2398789.38,1.01,1.2,1.18,0,-4.37993547069013,-1.0,0.0623297984813998,0.433438265196394,0.141983131005952,0.34,0.18,0.52,-0.0965754362255818,0.238906377532731,1.21,,3,SU,1,VTA,VTA_l,,,2.0,30.0,1627,0.697623346801748,0.39524669360349607,,0.0006809745512990964,2.21
1628,14,3,0.615015452449781,0.16666843140429,0.0017553141226688,,,0.0,0.81,0.49,,1381526.66,3522.9,3132,392.04,132056.24,1011988.34,0.74,0.77,1.04,0,-6.19311920560143,-0.993645961852371,0.345188156166444,0.245209880530247,0.116015490063394,0.15,0.12,0.28,-0.267766823603764,0.309713960595655,1.09,1.0,3,SU,1,VTA,VTA_l,,,2.0,,1628,0.742172572747662,0.48434514549532415,,0.002959947837752216,1.51
1631,14,3,0.574082871804404,0.28823763037116,16.8241007610736,10.0,1.27215706322444,0.0247795920496635,1.34,0.95,5.6,2592848.3,7468.16,1678,347.14,870579.42,1891250.03,1.35,1.54,1.14,0,-3.77211634815605,-1.0,0.235874275651579,0.41839910994747,0.201917316290292,0.34,0.25,0.58,-0.112352206877416,0.177299888743434,1.17,,3,SU,1,VTA,VTA_l,,,2.0,10.0,1631,0.7050201829561461,0.4100403659122921,,0.00039858699452224763,2.89
1632,14,3,0.523362168839191,0.286551491759301,29.5644632157581,8.0,0.907483593047224,0.0344759341355288,3.95,0.75,11.2,5780040.3,4429.65,2973,1304.56,946588.56,4179675.52,0.65,0.86,1.33,0,3.39991967600384,-1.0,1.66524301402499,0.051798811123851,0.222633808765295,0.15,0.77,0.92,-0.533048602804998,0.0420719524449542,2.53,,5,SU,2,SNc,SNc_c,,,2.0,11.2,1632,0.3752003080911644,-0.24959938381767108,,0.0013762733081130495,1.51
1633,14,3,0.498048884619079,0.276216317025405,4.503258381707,26.0,1.1285047747787,0.0050025987525987,1.13,0.98,23.4,2160168.92,6689.51,1862,322.87,810185.55,1563995.28,1.01,1.29,1.27,0,3.05418062038262,-1.0,2.1158433361208,0.0849811613520917,0.340409225328849,0.28,0.8,1.08,-0.346204815124532,0.0417300446673882,2.44,,5,SU,2,SNc,SNc_c,,,2.0,26.0,1633,0.32094039787154127,-0.3581192042569175,,0.00039835489926187315,2.3
1635,14,3,0.660849802234713,0.117238336563967,2.03060588757411,12.0,0.893418118298501,0.0100864553314121,32.18,0.98,13.2,1678963.45,5480.05,3186,306.32,149840.07,1124225.33,0.89,1.01,1.14,0,3.6434447472525,-1.0,1.67178550523084,0.0934031011904608,0.138222909595742,0.18,0.4,0.58,-0.445297584205139,0.0841079308608048,3.38,,5,SU,2,SNc,SNc_c,,,2.0,12.0,1635,0.37428154245248846,-0.25143691509502303,,0.002040142290467323,1.9
1636,14,3,0.464473926552383,0.283386673065036,1.9811645397856,24.0,1.7225904393261,0.0038399054792497,1.17,1.06,3.0,2885690.42,6497.44,1928,444.06,955141.32,2073356.07,1.04,1.17,1.12,0,5.20827219094566,-1.0,3.30163109649259,0.0474364542434453,0.3653174632211,0.31,0.92,1.23,-0.430163109649256,0.0349145484747815,3.36,,5,SU,2,SNc,SNc_c,,,2.0,24.0,1636,0.23246995792255812,-0.5350600841548837,,0.0004646994494620669,2.21
1637,14,3,0.516607650334623,0.296389272700381,28.4185356460091,114.0,2.16849055251397,0.0845901234313715,2.99,0.89,8.6,3241768.78,4009.33,3299,808.35,424613.47,2154919.29,1.01,0.71,0.7,0,5.03193786441043,-1.0,2.06943249916717,0.537600614193093,0.085979996535017,0.15,0.15,0.31,-0.613886499833434,0.307520122838618,6.32,,6,SU,1,SNc,SNc_c,,,2.0,8.6,1637,0.3257931230842608,-0.3484137538314785,,0.0019001141032211279,1.72
1638,14,3,0.411579959518749,0.261404404376731,14.5266871268538,42.0,0.375577043361153,0.0006041809320497,1.56,0.39,47.8,5744306.1,6334.64,2253,906.67,1966054.88,4083574.48,1.01,1.26,1.24,0,-4.86081988305135,-1.0,0.0960228588409672,0.353241452406333,0.149776237791496,0.15,0.28,0.43,-0.219204571768194,0.150360161378481,1.12,,6,SU,1,SNc,SNc_c,,,2.0,42.0,1638,0.7389664262957661,0.4779328525915323,,0.0004609495289829128,2.27
1639,14,3,0.492778240843525,0.294188973131882,8.0653758413097,60.0,1.29545627153283,0.0021038885664538,1.58,0.51,4.6,4103786.35,6444.22,2333,636.72,1393913.48,2900175.24,1.01,1.23,1.21,0,-5.69153526291963,-1.0,0.0916509114745665,0.278397197763874,0.147551533382075,0.15,0.31,0.46,-0.218330182294913,0.127839719776387,1.16,,6,SU,1,SNc,SNc_c,,,2.0,60.0,1639,0.7822294993677738,0.5644589987355475,,0.00045657732507585605,2.24
1640,14,3,0.796377311488522,0.191054981646752,6.88492709381488,44.0,0.14547433176242,0.0002124675986912,19.77,0.32,44.8,7000657.03,6244.82,2415,1120.85,2199212.2,4918998.65,0.98,1.2,1.22,0,-4.72089548367181,-1.0,0.0868139728074498,0.369751702283896,0.139068099933153,0.15,0.28,0.43,-0.21736279456149,0.152194633587099,1.15,,6,SU,1,SNc,SNc_c,,,2.0,44.0,1640,0.7300593226733141,0.4601186453466281,,0.0005094001564899458,2.1799999999999997
1641,14,3,0.472928418030387,0.282288126936026,16.1371878344025,42.0,0.256124692214918,0.0005438822313675,1.16,0.32,43.4,5151755.13,5453.16,2726,944.56,1192480.87,3583848.08,0.89,1.11,1.24,0,-5.68801043312151,-1.0,0.118038176849592,0.302310250036414,0.133202112987051,0.18,0.22,0.4,-0.186339696141597,0.186044321433773,1.13,,6,SU,1,SNc,SNc_c,,,2.0,42.0,1641,0.767866182403186,0.5357323648063722,,0.0007914696438134386,2.0
1642,14,3,0.463819327264601,0.287089710758557,9.54276522788933,54.0,1.13516655030868,0.0003678950272855,1.57,0.36,12.0,7522058.73,5364.66,2726,1401.89,1693341.91,5251793.8,0.86,1.11,1.29,0,-5.03677630288414,-1.0,0.0867434920544734,0.373523117567105,0.131249548706308,0.15,0.25,0.4,-0.217348698410895,0.171690389695888,1.19,,6,SU,1,SNc,SNc_c,,,2.0,54.0,1642,0.7280547281732547,0.4561094563465094,,0.0008271987777739622,1.9700000000000002
1643,14,3,0.507119256048936,0.310217809616812,7.2286761095042,60.0,1.37497048406139,0.0069208353569694,1.28,0.76,5.0,3886215.3,4869.9,2922,797.84,805539.01,2722355.99,0.83,1.01,1.22,0,-5.51942274257924,-1.0,0.110069258354823,0.351211991279802,0.1252319111263,0.15,0.22,0.37,-0.222013851670965,0.193030284468544,1.16,,6,SU,1,SNc,SNc_c,,,2.0,60.0,1643,0.7400763214459405,0.4801526428918809,,0.0009894624064372105,1.8399999999999999
1644,14,3,0.502786835722944,0.287710777736182,1.84132451467965,38.0,0.631774240796797,0.0012712537740346,1.19,0.98,15.0,1774302.93,6368.31,1678,278.57,566955.98,1324363.96,1.23,1.41,1.15,0,-4.67474650331038,-1.0,0.187106270820734,0.311659091633378,0.190150642552318,0.28,0.34,0.61,-0.131900696757859,0.119241735603034,1.15,,7,SU,1,SNc,SNc_l,,,2.0,38.0,1644,0.7623932212101879,0.5247864424203758,,0.0004911019612609987,2.6399999999999997
1645,14,3,0.368810457432815,0.250650093446763,0.790769012262328,16.0,1.15367470058546,0.002220577350111,1.76,1.06,20.0,1506229.71,5115.92,1830,294.36,356163.6,1110719.0,1.08,1.2,1.11,0,-4.22910269470669,-1.0,0.292876277778636,0.380402687168561,0.177402941833247,0.28,0.28,0.55,-0.143652919753181,0.153378076352062,1.21,,7,SU,1,SNc,SNc_l,,,2.0,16.0,1645,0.7244262919041173,0.4488525838082347,,0.0008257916305193467,2.2800000000000002
1646,14,3,0.475363166272594,0.278996612534067,13.9401196575286,14.0,6.76604080654377,0.182039497156289,1.73,1.11,8.8,1770809.3,5742.95,2679,308.29,476375.81,1232000.27,0.95,1.01,1.06,0,6.94182628105473,-0.888567506761467,6.48366837534897,0.129826482747316,0.469407886538853,0.28,0.55,0.83,-0.819137320234491,0.056577443861599,11.99,,8,SU,1,SNc,SNc_l,,,2.0,8.8,1646,0.12052890343859947,-0.7589421931228012,,0.0006467385843161121,1.96
1647,14,3,0.505695563348129,0.290949461030361,16.2126663416773,112.0,3.25956121621756,0.105815904866738,2.95,1.01,3.2,3843766.66,6337.8,2872,606.39,1444829.96,2600474.58,1.01,1.04,1.03,0,6.90359645267146,-0.389252353472766,5.63426116599742,0.0799548692381983,1.06180062386779,0.74,1.54,2.27,-0.250979729977924,0.0093841444542193,20.3,,8,SU,1,SNc,SNc_l,,,2.0,3.2,1647,0.06462214324157502,-0.8707557135168501,,0.00041952037528321466,2.05
1648,14,2,0.861208955432205,0.113463695449585,0.560803498625576,24.0,1.05435171311783,0.0036960985626283,17.3,1.04,4.4,1519860.04,4852.68,2176,313.14,284872.75,1087489.51,0.89,1.01,1.14,0,-3.80677061383135,-1.0,0.603983742395786,0.201239648719371,0.164000640542404,0.15,0.34,0.49,-0.320796748479157,0.109203604429033,1.24,,1,SU,2,VTA,VTA_c,,,2.0,24.0,1648,0.6234477155649674,0.24689543112993487,,0.001098020662943738,1.9
1649,14,2,0.481520159512217,0.346838987598072,0.825780849577151,12.0,1.09045964849858,0.0025097601784718,1.52,1.06,9.0,1553401.73,5507.01,1593,282.03,454144.44,1180932.53,1.23,1.41,1.15,0,-3.50274533506623,-1.0,0.210186774844937,0.486282457679722,0.201360096690808,0.31,0.31,0.61,-0.121018677484494,0.148628245767972,1.25,,1,SU,2,VTA,VTA_c,,,2.0,12.0,1649,0.6728196210840897,0.3456392421681792,,0.0006206284594293109,2.6399999999999997
1650,14,2,0.426983220810775,0.307383824191226,1.14025440422515,12.0,0.748769470573982,0.0032310177705977,4.01,1.02,8.8,2445572.69,3914.66,2333,624.56,191958.37,1706006.85,0.77,0.95,1.24,0,1.64285007484232,-1.0,1.21936587138589,0.159169594301914,0.137549979334042,0.18,0.31,0.49,-0.369894311897647,0.115916959430192,1.8,,2,SU,1,VTA,VTA_c,,,2.0,12.0,1650,0.45057915546639765,-0.09884168906720468,,0.0032430704008917094,1.72
1651,14,2,0.453290885216658,0.289567242190367,50.3445456062947,12.0,0.805830022636385,0.0327595983245231,1.44,0.68,10.6,3870999.54,5721.07,2544,676.5,1049458.15,2715336.49,0.89,1.11,1.24,0,-5.01546008807953,-1.0,0.0134217338167181,0.382874224757565,0.137222309200536,0.18,0.18,0.37,-0.168903622302785,0.230479037459593,1.16,,2,SU,1,VTA,VTA_c,,,2.0,12.0,1651,0.7231315633027381,0.4462631266054763,,0.0006442031029068511,2.0
1652,14,2,0.269688382974859,0.225381107744729,3.72625838618784,26.0,0.737069947596263,0.003768921841211,2.16,0.87,3.6,1933972.46,5108.82,2293,378.48,306043.9,1333624.39,1.04,1.17,1.12,0,-4.0253668330164,-1.0,0.50285941422543,0.280247382813976,0.169753291260249,0.18,0.28,0.46,-0.250476569037568,0.142249709201552,1.18,,2,SU,1,VTA,VTA_c,,,2.0,26.0,1652,0.6653982338829727,0.3307964677659454,,0.0012351578236550478,2.21
1653,14,2,0.475873121315386,0.29200500859344,11.8708011507098,28.0,0.834418808599543,0.0066908442099955,1.44,0.76,30.6,3183158.51,4606.21,3078,690.91,506403.12,2179077.76,0.8,1.01,1.27,0,-5.09298088764187,-1.0,0.243794784290666,0.369756081888434,0.122978715421521,0.15,0.18,0.34,-0.248758956858134,0.228292680314738,1.15,,2,SU,1,VTA,VTA_c,,,2.0,28.0,1653,0.7300569884101814,0.46011397682036287,,0.0013624889253774097,1.81
1654,14,2,0.411224674720166,0.259183364569842,7.46172536841221,20.0,0.310345241093163,0.0027151275801425,4.26,0.74,28.2,3078215.05,6567.33,2253,468.65,346012.67,2096408.05,1.08,1.26,1.17,0,-4.86501552939044,-1.0,0.0918557980989562,0.365541293101451,0.14284370924327,0.18,0.25,0.43,-0.181975966349824,0.170692661637681,1.19,,2,SU,1,VTA,VTA_c,,,2.0,20.0,1654,0.7323103336763808,0.4646206673527615,,0.0013525981718148614,2.34
1655,14,2,0.481795009277484,0.27999905927652,29.6031038935813,24.0,0.961846872626011,0.0162145767878807,0.86,0.65,24.8,3569745.26,6113.49,2139,583.82,1059890.5,2571953.02,1.04,1.23,1.18,0,-4.69502210455044,-1.0,0.0407008552133374,0.389854441834986,0.159714146200047,0.37,0.22,0.58,-0.0867250712677781,0.198550634547854,1.12,,2,SU,1,VTA,VTA_c,,,2.0,24.0,1655,0.7194998050873067,0.4389996101746135,,0.0005505272395469228,2.27
1656,14,2,0.13587998388591,0.179558044547588,1.63567687099126,14.0,0.413376860215148,0.0040822072072072,3.5,0.91,20.6,2888251.27,5791.82,2679,498.59,870402.6,1997490.79,0.89,1.08,1.21,0,-5.01240272703867,-1.0,0.0128412969314994,0.421105993607651,0.13361866978448,0.34,0.18,0.52,-0.092076481539227,0.236850998934608,1.18,,3,SU,1,VTA,VTA_l,,,2.0,14.0,1656,0.7036772798778914,0.4073545597557828,,0.0005724989306766248,1.9700000000000002
1658,14,2,0.601973304040887,0.272557609729077,9.80508284481194,20.0,0.611503098934327,0.0088283634656022,3.14,0.74,27.8,3485025.04,5492.49,2973,634.39,964886.02,2368463.12,0.8,0.98,1.23,0,-4.63992505979947,-1.0,0.0335544046850401,0.488152735557291,0.126175463798567,1.14,0.15,1.29,-0.0279339028293255,0.297630547111458,1.24,,3,SU,1,VTA,VTA_l,,,2.0,27.8,1658,0.6719740360692983,0.34394807213859663,,0.0006570446294346072,1.78
1661,14,2,0.51061200815803,0.29446753250107,30.3671871497136,8.0,0.912905883742423,0.0353809881204182,3.5,0.76,11.4,4519554.68,3996.1,4278,1130.71,1043596.04,3200496.14,0.68,0.86,1.27,0,4.29345961542858,-1.0,1.8738491482752,0.046299262878575,0.288999405681562,0.12,0.74,0.86,-0.718462287068801,0.0435958026199406,2.15,,5,SU,2,SNc,SNc_c,,,2.0,8.0,1661,0.34796537619247364,-0.30406924761505266,,0.0010823021426416047,1.54
1663,14,2,0.561357963432432,0.228181070388037,1.07418272766295,12.0,0.721161963115768,0.0036441586280814,8.59,1.01,17.8,1668474.53,2662.21,3299,626.49,96631.16,1170003.05,0.68,0.68,1.0,0,-0.976213429841795,-1.0,0.825133271330269,0.382567126056509,0.100943174728076,0.15,0.15,0.31,-0.365026654266055,0.276513425211302,1.68,,5,SU,2,SNc,SNc_c,,,2.0,12.0,1663,0.547905194490887,0.09581038898177412,,0.0064415498420946835,1.36
1664,14,2,0.644769600588856,0.238017157100254,0.0352228798397837,70.0,7.07587149692413,0.0131578947368421,1.42,1.16,5.2,2678820.84,7156.98,1830,374.24,990961.56,1915490.8,1.17,1.26,1.08,0,5.86593361712562,-1.0,5.43143357120845,0.0778415866475262,0.420547017756903,0.34,1.84,2.18,-0.584675779200768,0.0179640264441254,8.08,,5,SU,2,SNc,SNc_c,,,2.0,70.0,1664,0.1554863295916936,-0.6890273408166128,,0.000377510829327459,2.4299999999999997
1665,14,2,0.525704678070426,0.303178879087776,17.8904603797991,70.0,3.51096536976429,0.121951847228835,2.4,0.99,6.2,2637442.64,4141.34,3132,636.7,348004.76,1826324.06,0.71,0.86,1.22,0,-6.26209382759116,-1.0,0.164008722196874,0.357500829567496,0.117029737899251,0.15,0.15,0.31,-0.232801744439375,0.271500165913499,1.09,,6,SU,1,SNc,SNc_c,,,2.0,6.2,1665,0.7366478002953436,0.47329560059068715,,0.001826231452793939,1.5699999999999998
1666,14,2,0.490337961864003,0.296117236285523,27.1356605855892,100.0,2.440892843696,0.0937218970051752,2.64,0.94,8.0,4988675.66,6181.94,2588,806.84,1967686.87,3521250.05,1.14,1.17,1.03,0,6.25676133999266,-0.771075287164131,5.52655873752246,0.0557788263485961,0.706897126847684,0.18,1.84,2.03,-1.04960567078109,0.0137809018918788,17.5,,6,SU,1,SNc,SNc_c,,,2.0,8.0,1666,0.1224388848481084,-0.7551222303037831,,0.0004098768494413934,2.3099999999999996
1667,14,2,0.502048325605252,0.288705134577264,7.47945191578256,42.0,1.31198450672135,0.0027394730361979,1.45,0.66,3.0,2857431.47,6063.66,2373,471.16,824279.71,2000599.26,0.92,1.14,1.23,0,-5.33946037263384,-1.0,0.0329025450370678,0.326088572905953,0.140047582613727,0.18,0.25,0.43,-0.172150424172843,0.165761071613245,1.15,,6,SU,1,SNc,SNc_c,,,2.0,42.0,1667,0.7540974414767999,0.5081948829535997,,0.0005712755416675099,2.06
1668,14,2,0.499934423097956,0.284456723532951,14.8912206506965,48.0,0.692204820351273,0.0004174203422846,0.61,0.35,5.8,5452846.86,6854.36,2031,795.41,2302271.82,3927290.48,1.14,1.32,1.16,0,-5.54844223682468,-1.0,0.0663111908030312,0.262111444957489,0.164753619753305,0.34,0.31,0.65,-0.0969373809820936,0.126211144495748,1.08,,6,SU,1,SNc,SNc_c,,,2.0,48.0,1668,0.7923230583125584,0.5846461166251169,,0.00034536985704928814,2.46
1669,14,2,0.494626984818991,0.286451975356367,19.0111465174466,38.0,0.640877616024417,0.0010656462296709,0.63,0.31,9.0,6925864.58,5450.37,2633,1270.48,1618293.8,4868588.47,0.86,1.11,1.29,0,-5.16873338036585,-1.0,0.10006099968765,0.34700167757889,0.134731954306131,0.18,0.22,0.4,-0.18334349994794,0.192428811082698,1.14,,6,SU,1,SNc,SNc_c,,,2.0,38.0,1669,0.7423895728158311,0.4847791456316622,,0.0007844579037023464,1.9700000000000002
1670,14,2,0.492112939768889,0.289415938343339,22.8191311934588,40.0,0.153746897437512,0.0003531073446327,0.42,0.27,41.2,8357800.94,5992.74,2588,1394.42,2489570.68,5846796.56,0.92,1.17,1.27,0,-4.84780651832529,-1.0,0.0679754021782855,0.371432429034604,0.133616206404502,0.18,0.25,0.43,-0.177995900363046,0.171429053629326,1.17,,6,SU,1,SNc,SNc_c,,,2.0,40.0,1670,0.7291646156449229,0.4583292312898457,,0.0005597910625082624,2.09
1671,14,2,0.508784554887097,0.2869364437655,20.9937572441147,38.0,0.47694373700911,0.0015900691954249,0.56,0.3,39.4,4846966.79,5100.56,2872,950.09,1008559.42,3346932.47,0.86,1.04,1.21,0,-5.62470222090518,-1.0,0.154840587981229,0.305699468396099,0.128969367643181,0.18,0.22,0.4,-0.192473431330203,0.186528495485156,1.14,,6,SU,1,SNc,SNc_c,,,2.0,38.0,1671,0.7658730237735216,0.5317460475470431,,0.0009411402176884891,1.9
1672,14,2,0.312653480848464,0.253957380036326,0.633551407314279,30.0,0.0,0.0,2.12,0.99,4.8,1509853.74,5723.17,1621,263.77,429892.16,1151683.6,1.32,1.44,1.09,0,-3.59335000724676,-1.0,0.387537993093154,0.434271834145923,0.224931323607511,0.31,0.31,0.61,-0.138753799309316,0.143427183414592,1.21,,7,SU,2,SNc,SNc_l,,,2.0,30.0,1672,0.6972179026268599,0.39443580525371985,,0.0006131962425811496,2.76
1673,14,2,0.365706828106865,0.276768350424272,0.710443184219428,22.0,1.20115102571243,0.0035656401944894,1.89,1.13,23.2,1496108.03,5074.3,2031,294.78,308918.15,1080257.7,0.98,1.11,1.13,0,-4.73931804599299,-1.0,0.203083740748779,0.377653302787908,0.157103855976055,0.28,0.22,0.49,-0.133675971194308,0.196807614683986,1.14,,7,SU,2,SNc,SNc_l,,,2.0,22.0,1673,0.725872030340533,0.4517440606810662,,0.0009533236530568108,2.09
1675,14,2,0.427819541344356,0.290818684347497,0.987621924919425,64.0,1.25359928095112,0.0020983912333877,1.32,1.02,8.4,1751197.27,7240.1,1768,241.84,666557.99,1270275.26,1.23,1.38,1.13,0,-5.15833651975752,-1.0,0.208198413552949,0.209952648551348,0.175068158246495,0.28,0.52,0.8,-0.13424426817255,0.0711736852089029,1.14,,8,SU,1,SNc,SNc_l,,,2.0,64.0,1675,0.8264786239339861,0.6529572478679722,,0.0003626875549743317,2.61
1676,14,2,0.52864642286229,0.27791774097188,11.2439259755221,30.0,0.0235039744126362,0.0001638001638001,2.75,0.44,41.0,4597276.52,6594.12,1996,697.07,1647251.02,3343809.06,1.14,1.29,1.14,0,-5.09410569614588,-1.0,0.0660690208243804,0.315379104437878,0.171496586633472,0.68,0.25,0.92,-0.0484576827647446,0.164422388054735,1.13,,8,SU,1,SNc,SNc_l,,,2.0,30.0,1676,0.760237103224584,0.5204742064491682,,0.0004229926926885179,2.4299999999999997
1391,12,11,0.511356481197284,0.293129043687072,2.55597949128254,24.0,0.500222278060189,0.0009862817179234,1.38,0.98,24.4,1696132.25,6105.17,3242,277.77,660938.82,1179698.28,1.14,1.08,0.95,0,5.5552324170058,-0.524473560259325,3.53276818777441,0.0703384900106869,0.693056356281304,0.15,1.54,1.69,-0.811448349606746,0.0118962410054003,7.97,,3,SU,1,VTA,VTA_m,,,2.0,24.0,1391,0.12926850131952358,-0.7414629973609529,,0.0004200892781592186,2.2199999999999998
1393,12,11,0.489457340506272,0.353620662394881,3.06470053042968,20.0,0.994156789264541,0.00471098482016,2.01,0.99,25.6,1311090.44,6301.72,1768,208.02,405498.72,952855.55,1.08,1.26,1.17,0,-4.39622727078173,-1.0,0.120997438959032,0.378877616640768,0.162706837512847,0.34,0.28,0.61,-0.101908858087185,0.153208624071196,1.18,,4,SU,1,VTA,VTA_c,,,2.0,20.0,1393,0.7252275241338731,0.45045504826774624,,0.0005127348882594359,2.34
1394,12,11,0.556345497071537,0.292619650610006,27.5254746758002,12.0,1.36582902683726,0.0362979428390652,3.26,0.88,19.6,1521152.42,5967.4,2066,254.87,428448.7,1112497.98,0.98,1.2,1.22,0,-4.14086009214539,-1.0,0.048524493589359,0.436956221862737,0.150514020236765,0.43,0.25,0.68,-0.0748946066849541,0.179619527732842,1.18,,4,SU,1,VTA,VTA_c,,,2.0,19.6,1394,0.6959154251085622,0.3918308502171244,,0.0005945133603622661,2.1799999999999997
1395,12,11,0.533525096260763,0.291179777514288,4.53540847153164,14.0,0.524117643710347,0.0093476832903845,4.83,0.79,18.0,2364900.59,4561.27,3536,518.36,523101.89,1609846.34,0.68,0.95,1.41,0,-3.15219223442453,-1.0,0.0945648648679164,0.578107566100919,0.10862864430643,0.15,0.15,0.31,-0.218912972973584,0.315621513220184,1.29,,7,SU,2,VTA,VTA_l,,,2.0,18.0,1395,0.6336703666345964,0.26734073326919294,,0.0009899540745416167,1.63
1402,12,10,0.485802061060162,0.293592761149424,3.13886232049407,24.0,0.733250932323744,0.0016925843647519,1.08,0.96,20.2,1512663.86,6275.16,2973,241.02,599469.7,1052261.58,1.14,1.08,0.95,0,5.04841991118025,-0.402498426939118,3.29708425206922,0.0376541427379008,0.763900751185304,0.15,1.9,2.06,-0.739916535801667,0.0070992349947906,7.66,,3,SU,1,VTA,VTA_m,3.26,0.51,1.0,24.0,1402,0.10879562963220665,-0.7824087407355867,0.843558282208589,0.0004018937663812313,2.2199999999999998
1403,12,10,0.656977322283087,0.197829269662898,17.5260339868754,12.0,1.40368727497405,0.0313908991020346,27.14,0.91,16.6,1603879.09,6568.29,1737,244.15,467905.61,1154336.14,1.14,1.32,1.16,0,-4.26807342207428,-1.0,0.120269618973484,0.39407557516262,0.168113617485718,0.37,0.25,0.61,-0.093355801581124,0.174259446895328,1.14,,4,SU,1,VTA,VTA_c,14.93,5.74,1.0,16.6,1403,0.717321225489048,0.43464245097809606,0.6155391828533154,0.0005215211474208595,2.46
1404,12,10,0.508569326383334,0.446500491168275,0.001660071038975,,,0.0,0.79,0.95,,1347152.42,7234.2,3475,186.19,311295.65,917878.43,1.2,1.41,1.18,0,-3.73533398238172,-0.994756642719971,0.185093646123424,0.403360338735252,0.147780246229715,0.4,0.15,0.55,-0.0907577145264149,0.279623396291045,1.1,1.0,5,SU,1,VTA,VTA_l,2.02,16.71,3.0,,1404,0.7114974325571696,0.4229948651143391,-7.272277227722773,0.0005977555545453307,2.61
1405,12,10,0.328168518119516,0.253905967602789,7.08684326538458,16.0,0.525807860705614,0.0045914542728635,1.68,0.91,14.4,1564692.36,7342.69,1539,213.07,646131.75,1160643.07,1.29,1.51,1.17,0,-4.45943973299956,-1.0,0.125504052612167,0.339828651647324,0.183714685615149,0.37,0.37,0.74,-0.0937920043843476,0.111652387637277,1.17,,6,SU,1,VTA,VTA_l,2.17,1.08,1.0,14.4,1405,0.7463640957151473,0.4927281914302945,0.5023041474654377,0.0003296537597377202,2.8
1406,12,10,0.461826029061098,0.276600443684882,1.79486880733985,16.0,0.251989725673936,0.0027752081406105,2.32,0.99,25.8,2155185.49,7028.52,1708,306.59,833660.16,1573351.76,1.29,1.35,1.05,0,4.33445006720367,-0.390408268549158,2.69910875238468,0.0458354451913078,0.590543086104793,0.58,1.51,2.09,-0.162606158996518,0.0089029329334788,14.43,,7,SU,2,VTA,VTA_l,1.5,0.66,1.0,25.8,1406,0.12636546939338536,-0.7472690612132293,0.56,0.0003676285655273426,2.64
1407,12,10,0.512525900217995,0.326071685165938,4.10170352309961,14.0,0.357933528915591,0.0067190156237351,4.69,0.79,31.0,3072223.75,4609.36,3597,666.37,637336.44,2096619.2,0.68,0.95,1.41,0,-2.7492696285634,-1.0,0.0775753984756149,0.607989894670042,0.107765346267048,0.15,0.15,0.31,-0.215515079695124,0.321597978934008,1.33,,7,SU,2,VTA,VTA_l,13.67,8.42,0.0,31.0,1407,0.6218944555029055,0.2437889110058108,0.3840526700804682,0.0010444624844207192,1.63
